index,epoch,train_acc,train_rmse_MultiSensor_QPE_06H_Pass2_00.00,train_loss,train_forecast_len,train_mse_MultiSensor_QPE_06H_Pass2_00.00,train_rmse_MultiSensor_QPE_01H_Pass2_00.00,train_mae_MultiSensor_QPE_01H_Pass2_00.00,train_acc_MultiSensor_QPE_01H_Pass2_00.00,train_mse_MultiSensor_QPE_01H_Pass2_00.00,train_rmse,train_mse,train_mae_MultiSensor_QPE_06H_Pass2_00.00,train_mae,train_acc_MultiSensor_QPE_06H_Pass2_00.00,lr
0,0,0.0,3.3751793205738068,10.864696145057678,1.0,13.237963855266571,2.8564998507499695,1.8317256569862366,0.0,8.491421461105347,3.115839719772339,10.864692687988281,1.8722627758979797,1.8519942462444305,0.0,0.0004006000000000001
