latitude_number,reduced_points,regular_points,latitude
187,1080,1280,37.517551
188,1080,1280,37.236521
189,1080,1280,36.955490
190,1080,1280,36.674460
191,1080,1280,36.393430
192,1080,1280,36.112399
193,1080,1280,35.831369
194,1080,1280,35.550339
195,1080,1280,35.269308
196,1080,1280,34.988278
197,1080,1280,34.707248
198,1080,1280,34.426218
199,1125,1280,34.145187
200,1125,1280,33.864157
201,1125,1280,33.583127
202,1125,1280,33.302096
203,1125,1280,33.021066
204,1125,1280,32.740036
205,1125,1280,32.459005
206,1125,1280,32.177975
207,1125,1280,31.896945
208,1125,1280,31.615914
209,1125,1280,31.334884
210,1125,1280,31.053854
211,1125,1280,30.772823
212,1125,1280,30.491793
213,1152,1280,30.210763
214,1152,1280,29.929732
215,1152,1280,29.648702
216,1152,1280,29.367672
217,1152,1280,29.086641
218,1152,1280,28.805611
219,1152,1280,28.524581
220,1152,1280,28.243550
221,1152,1280,27.962520
222,1200,1280,27.681490
223,1200,1280,27.400459
224,1200,1280,27.119429
225,1200,1280,26.838399
226,1200,1280,26.557368
227,1200,1280,26.276338
228,1200,1280,25.995308
229,1200,1280,25.714277
230,1200,1280,25.433247
231,1200,1280,25.152217
232,1200,1280,24.871186
233,1200,1280,24.590156
234,1200,1280,24.309126
235,1200,1280,24.028095
236,1200,1280,23.747065
237,1200,1280,23.466035
238,1200,1280,23.185004
239,1200,1280,22.903974
240,1215,1280,22.622944
241,1215,1280,22.341913
242,1215,1280,22.060883
243,1215,1280,21.779853
244,1215,1280,21.498822
245,1215,1280,21.217792
246,1215,1280,20.936761
247,1280,1280,20.655731
248,1280,1280,20.374701
249,1280,1280,20.093670
250,1280,1280,19.812640
251,1280,1280,19.531610
252,1280,1280,19.250579
253,1280,1280,18.969549
254,1280,1280,18.688519
255,1280,1280,18.407488
256,1280,1280,18.126458
257,1280,1280,17.845428
258,1280,1280,17.564397
259,1280,1280,17.283367
260,1280,1280,17.002337
261,1280,1280,16.721306
262,1280,1280,16.440276
263,1280,1280,16.159246
264,1280,1280,15.878215
265,1280,1280,15.597185
266,1280,1280,15.316154
267,1280,1280,15.035124
268,1280,1280,14.754094
269,1280,1280,14.473063
270,1280,1280,14.192033
271,1280,1280,13.911003
272,1280,1280,13.629972
273,1280,1280,13.348942
274,1280,1280,13.067912
275,1280,1280,12.786881
276,1280,1280,12.505851
277,1280,1280,12.224821
278,1280,1280,11.943790
279,1280,1280,11.662760
280,1280,1280,11.381730
281,1280,1280,11.100699
282,1280,1280,10.819669
283,1280,1280,10.538638
284,1280,1280,10.257608
285,1280,1280,9.976578
286,1280,1280,9.695547
287,1280,1280,9.414517
288,1280,1280,9.133487
289,1280,1280,8.852456
290,1280,1280,8.571426
291,1280,1280,8.290396
292,1280,1280,8.009365
293,1280,1280,7.728335
294,1280,1280,7.447305
295,1280,1280,7.166274
296,1280,1280,6.885244
297,1280,1280,6.604213
298,1280,1280,6.323183
299,1280,1280,6.042153
300,1280,1280,5.761122
301,1280,1280,5.480092
302,1280,1280,5.199062
303,1280,1280,4.918031
304,1280,1280,4.637001
305,1280,1280,4.355971
306,1280,1280,4.074940
307,1280,1280,3.793910
308,1280,1280,3.512879
309,1280,1280,3.231849
310,1280,1280,2.950819
311,1280,1280,2.669788
312,1280,1280,2.388758
313,1280,1280,2.107728
314,1280,1280,1.826697
315,1280,1280,1.545667
316,1280,1280,1.264637
317,1280,1280,0.983606
318,1280,1280,0.702576
319,1280,1280,0.421546
320,1280,1280,0.140515
321,1280,1280,-0.140515
322,1280,1280,-0.421546
323,1280,1280,-0.702576
324,1280,1280,-0.983606
325,1280,1280,-1.264637
326,1280,1280,-1.545667
327,1280,1280,-1.826697
328,1280,1280,-2.107728
329,1280,1280,-2.388758
330,1280,1280,-2.669788
331,1280,1280,-2.950819
332,1280,1280,-3.231849
333,1280,1280,-3.512879
334,1280,1280,-3.793910
335,1280,1280,-4.074940
336,1280,1280,-4.355971
337,1280,1280,-4.637001
338,1280,1280,-4.918031
339,1280,1280,-5.199062
340,1280,1280,-5.480092
341,1280,1280,-5.761122
342,1280,1280,-6.042153
343,1280,1280,-6.323183
344,1280,1280,-6.604213
345,1280,1280,-6.885244
346,1280,1280,-7.166274
347,1280,1280,-7.447305
348,1280,1280,-7.728335
349,1280,1280,-8.009365
350,1280,1280,-8.290396
351,1280,1280,-8.571426
352,1280,1280,-8.852456
353,1280,1280,-9.133487
354,1280,1280,-9.414517
355,1280,1280,-9.695547
356,1280,1280,-9.976578
357,1280,1280,-10.257608
358,1280,1280,-10.538638
359,1280,1280,-10.819669
360,1280,1280,-11.100699
361,1280,1280,-11.381730
362,1280,1280,-11.662760
363,1280,1280,-11.943790
364,1280,1280,-12.224821
365,1280,1280,-12.505851
366,1280,1280,-12.786881
367,1280,1280,-13.067912
368,1280,1280,-13.348942
369,1280,1280,-13.629972
370,1280,1280,-13.911003
371,1280,1280,-14.192033
372,1280,1280,-14.473063
373,1280,1280,-14.754094
374,1280,1280,-15.035124
375,1280,1280,-15.316154
376,1280,1280,-15.597185
377,1280,1280,-15.878215
378,1280,1280,-16.159246
379,1280,1280,-16.440276
380,1280,1280,-16.721306
381,1280,1280,-17.002337
382,1280,1280,-17.283367
383,1280,1280,-17.564397
384,1280,1280,-17.845428
385,1280,1280,-18.126458
386,1280,1280,-18.407488
387,1280,1280,-18.688519
388,1280,1280,-18.969549
389,1280,1280,-19.250579
390,1280,1280,-19.531610
391,1280,1280,-19.812640
392,1280,1280,-20.093670
393,1280,1280,-20.374701
394,1280,1280,-20.655731
395,1215,1280,-20.936761
396,1215,1280,-21.217792
397,1215,1280,-21.498822
398,1215,1280,-21.779853
399,1215,1280,-22.060883
400,1215,1280,-22.341913
401,1215,1280,-22.622944
402,1200,1280,-22.903974
403,1200,1280,-23.185004
404,1200,1280,-23.466035
405,1200,1280,-23.747065
406,1200,1280,-24.028095
407,1200,1280,-24.309126
408,1200,1280,-24.590156
409,1200,1280,-24.871186
410,1200,1280,-25.152217
411,1200,1280,-25.433247
412,1200,1280,-25.714277
413,1200,1280,-25.995308
414,1200,1280,-26.276338
415,1200,1280,-26.557368
416,1200,1280,-26.838399
417,1200,1280,-27.119429
418,1200,1280,-27.400459
419,1200,1280,-27.681490
420,1152,1280,-27.962520
421,1152,1280,-28.243550
422,1152,1280,-28.524581
423,1152,1280,-28.805611
424,1152,1280,-29.086641
425,1152,1280,-29.367672
426,1152,1280,-29.648702
427,1152,1280,-29.929732
428,1152,1280,-30.210763
429,1125,1280,-30.491793
430,1125,1280,-30.772823
431,1125,1280,-31.053854
432,1125,1280,-31.334884
433,1125,1280,-31.615914
434,1125,1280,-31.896945
435,1125,1280,-32.177975
436,1125,1280,-32.459005
437,1125,1280,-32.740036
438,1125,1280,-33.021066
439,1125,1280,-33.302096
440,1125,1280,-33.583127
441,1125,1280,-33.864157
442,1125,1280,-34.145187
443,1080,1280,-34.426218
444,1080,1280,-34.707248
445,1080,1280,-34.988278
446,1080,1280,-35.269308
447,1080,1280,-35.550339
448,1080,1280,-35.831369
449,1080,1280,-36.112399
450,1080,1280,-36.393430
451,1080,1280,-36.674460
452,1080,1280,-36.955490
453,1080,1280,-37.236521
454,1080,1280,-37.517551
455,1080,1280,-37.798581
456,1080,1280,-38.079612
457,1024,1280,-38.360642
458,1024,1280,-38.641672
459,1024,1280,-38.922703
460,1024,1280,-39.203733
461,1024,1280,-39.484763
462,1024,1280,-39.765793
463,1000,1280,-40.046824
464,1000,1280,-40.327854
465,1000,1280,-40.608884
466,1000,1280,-40.889915
467,1000,1280,-41.170945
468,1000,1280,-41.451975
469,1000,1280,-41.733006
470,1000,1280,-42.014036
471,972,1280,-42.295066
472,972,1280,-42.576096
473,960,1280,-42.857127
474,960,1280,-43.138157
475,960,1280,-43.419187
476,960,1280,-43.700218
477,960,1280,-43.981248
478,960,1280,-44.262278
479,960,1280,-44.543308
480,960,1280,-44.824339
481,960,1280,-45.105369
482,960,1280,-45.386399
483,960,1280,-45.667429
484,960,1280,-45.948460
485,960,1280,-46.229490
486,960,1280,-46.510520
487,900,1280,-46.791551
488,900,1280,-47.072581
489,900,1280,-47.353611
490,900,1280,-47.634641
491,900,1280,-47.915672
492,900,1280,-48.196702
493,900,1280,-48.477732
494,900,1280,-48.758762
495,864,1280,-49.039793
496,864,1280,-49.320823
497,864,1280,-49.601853
498,864,1280,-49.882883
499,864,1280,-50.163913
500,864,1280,-50.444944
501,864,1280,-50.725974
502,864,1280,-51.007004
503,864,1280,-51.288034
504,864,1280,-51.569065
505,864,1280,-51.850095
506,810,1280,-52.131125
507,810,1280,-52.412155
508,800,1280,-52.693186
509,800,1280,-52.974216
510,800,1280,-53.255246
511,800,1280,-53.536276
512,800,1280,-53.817306
513,800,1280,-54.098337
514,768,1280,-54.379367
515,768,1280,-54.660397
516,768,1280,-54.941427
517,768,1280,-55.222457
518,750,1280,-55.503487
519,750,1280,-55.784518
520,750,1280,-56.065548
521,750,1280,-56.346578
522,729,1280,-56.627608
523,720,1280,-56.908638
524,720,1280,-57.189668
525,720,1280,-57.470699
526,720,1280,-57.751729
527,720,1280,-58.032759
528,720,1280,-58.313789
529,720,1280,-58.594819
530,720,1280,-58.875849
531,720,1280,-59.156879
532,675,1280,-59.437910
533,675,1280,-59.718940
534,675,1280,-59.999970
535,675,1280,-60.281000
536,648,1280,-60.562030
537,648,1280,-60.843060
538,640,1280,-61.124090
539,640,1280,-61.405120
540,640,1280,-61.686150
541,640,1280,-61.967180
542,640,1280,-62.248210
543,640,1280,-62.529240
544,640,1280,-62.810270
545,600,1280,-63.091300
546,600,1280,-63.372331
547,600,1280,-63.653361
548,600,1280,-63.934391
549,576,1280,-64.215421
550,576,1280,-64.496451
551,576,1280,-64.777481
552,576,1280,-65.058510
553,576,1280,-65.339540
554,576,1280,-65.620570
555,540,1280,-65.901600
556,540,1280,-66.182630
557,540,1280,-66.463660
558,540,1280,-66.744690
559,540,1280,-67.025720
560,512,1280,-67.306750
561,512,1280,-67.587780
562,500,1280,-67.868810
563,500,1280,-68.149839
564,500,1280,-68.430869
565,486,1280,-68.711899
566,480,1280,-68.992929
567,480,1280,-69.273959
568,480,1280,-69.554988
569,480,1280,-69.836018
570,480,1280,-70.117048
571,450,1280,-70.398077
572,450,1280,-70.679107
573,450,1280,-70.960137
574,432,1280,-71.241166
575,432,1280,-71.522196
576,432,1280,-71.803226
577,432,1280,-72.084255
578,405,1280,-72.365285
579,400,1280,-72.646314
580,400,1280,-72.927344
581,384,1280,-73.208373
582,384,1280,-73.489402
583,375,1280,-73.770432
584,375,1280,-74.051461
585,360,1280,-74.332490
586,360,1280,-74.613520
587,360,1280,-74.894549
588,360,1280,-75.175578
589,360,1280,-75.456607
590,360,1280,-75.737636
591,324,1280,-76.018665
592,320,1280,-76.299694
593,320,1280,-76.580723
594,320,1280,-76.861752
595,300,1280,-77.142781
596,300,1280,-77.423809
597,288,1280,-77.704838
598,288,1280,-77.985866
599,288,1280,-78.266895
600,270,1280,-78.547923
601,270,1280,-78.828951
602,256,1280,-79.109980
603,250,1280,-79.391008
604,240,1280,-79.672035
605,240,1280,-79.953063
606,240,1280,-80.234091
607,225,1280,-80.515118
608,216,1280,-80.796145
609,216,1280,-81.077172
610,216,1280,-81.358199
611,200,1280,-81.639225
612,192,1280,-81.920252
613,192,1280,-82.201278
614,180,1280,-82.482303
615,180,1280,-82.763329
616,180,1280,-83.044353
617,160,1280,-83.325378
618,150,1280,-83.606402
619,144,1280,-83.887425
620,144,1280,-84.168447
621,135,1280,-84.449469
622,125,1280,-84.730490
623,120,1280,-85.011510
624,120,1280,-85.292528
625,108,1280,-85.573545
626,100,1280,-85.854560
627,96,1280,-86.135573
628,90,1280,-86.416583
629,81,1280,-86.697590
630,75,1280,-86.978592
631,72,1280,-87.259589
632,72,1280,-87.540577
633,64,1280,-87.821556
634,60,1280,-88.102518
635,50,1280,-88.383457
636,45,1280,-88.664358
637,40,1280,-88.945191
638,36,1280,-89.225883
639,25,1280,-89.506203
640,18,1280,-89.784877
